objective_USD_per_year,pv_MW,wind_MW,h2_storage_kg,h2_storage_hours_at_rated_h2,annualized_investment_USD_per_year,pv_wind_fixed_OM_USD_per_year,h2_storage_fixed_OM_USD_per_year,expected_grid_operation_USD_per_year,expected_grid_import_MWh_per_year,expected_grid_export_MWh_per_year
114359071.40358329,182.12115055,756.30129205,30238.23624117,17.32061605,97789634.03946094,16402695.10631645,120952.94496467,45789.31284121,763.15521402,0.00000000
