scenario,probability,hours,h2_storage_capacity_kg,monthly_grid_import_MWh,monthly_grid_export_MWh,res_generation_MWh,res_curtailment_MWh,p2a_energy_MWh,matched_energy_MWh,nh3_kg,h2_min_kg,h2_max_kg
1,0.1450381679,744,27030.17296613,62.12205352,0.00000000,71195.28674789,74586.29752724,71257.40880141,67476.54034668,6623138.79511191,1351.50864728,27030.17296613
2,0.1755725191,744,27030.17296613,0.00000000,0.00000000,71144.34543716,133699.88587785,71144.34543716,67363.47698243,6623138.79511198,1351.50864749,13515.08648307
3,0.1068702290,696,27030.17296613,15.02467240,0.00000000,66611.62621994,45864.83081685,66626.65089234,63089.70943469,6195839.51800796,1351.50864482,22483.53599445
4,0.0381679389,720,27030.17296613,925.79327212,0.00000000,67932.38106681,31531.17155931,68858.17433893,65199.26938274,6409489.15655996,1351.50864831,17209.54056195
5,0.1145038168,744,27030.17296613,2.91243545,0.00000000,71172.47155978,139148.73088132,71175.38399523,67394.51554050,6623138.79511196,1351.50864749,13515.08648307
6,0.0763358779,744,27030.17296613,1.09719988,0.00000000,71117.00266861,66974.16642192,71118.09986849,67337.23141376,6623138.79511202,1351.50864667,13515.08648307
7,0.0992366412,744,27030.17296613,0.00000000,0.00000000,71064.08763214,173973.24590253,71064.08763214,67283.21917741,6623138.79511197,1351.50864769,13515.08648307
8,0.0992366412,720,27030.17296613,0.00000000,0.00000000,68872.23865574,162919.97438586,68872.23865574,65213.33369954,6409489.15655999,1351.50864749,13515.08648307
9,0.1450381679,720,27030.17296613,0.00000000,0.00000000,68870.36096205,189420.96616664,68870.36096205,65211.45600585,6409489.15655996,1351.50864769,13515.08648307
