objective_USD_per_year,pv_MW,wind_MW,h2_storage_kg,h2_storage_hours_at_rated_h2,annualized_investment_USD_per_year,pv_wind_fixed_OM_USD_per_year,h2_storage_fixed_OM_USD_per_year,expected_grid_operation_USD_per_year,expected_grid_import_MWh_per_year,expected_grid_export_MWh_per_year
95498046.43270321,187.51637177,491.53302680,22251.72696286,12.74590278,84053060.96172120,11244533.97920696,111258.63481428,89192.85696067,1486.54761601,0.00000000
