objective_USD_per_year,pv_MW,wind_MW,h2_storage_kg,h2_storage_hours_at_rated_h2,annualized_investment_USD_per_year,pv_wind_fixed_OM_USD_per_year,h2_storage_fixed_OM_USD_per_year,expected_grid_operation_USD_per_year,expected_grid_import_MWh_per_year,expected_grid_export_MWh_per_year
94511650.28365864,189.02056749,483.21029199,27001.85241901,15.46679888,83255139.36011431,11089420.91864067,135009.26209503,32080.74280858,534.67904681,0.00000000
