scenario,probability,case,case_name,duration_h,start,direction,F_PHYS_MW,F_RM_MW,retained_ratio,loss_MW,baseline_window_avg_MW,base_p2a_tau_MW,base_h2_prev_kg,base_used_matching_margin_tau_MW,base_available_matching_headroom_tau_MW
1,0.145038167939,1,MONTHLY,12,679,INC,53.3393228007,53.3393228007,1.0000000000,0.0000000000,35.3072100390,2.3942805003,21272.0567381161,2.3942805003,8.0730710000
1,0.145038167939,1,MONTHLY,12,679,DEC,0.0000000000,0.0000000000,-1.0000000000,0.0000000000,35.3072100390,2.3942805003,21272.0567381161,2.3942805003,8.0730710000
1,0.145038167939,1,MONTHLY,12,685,INC,56.8199018007,56.8199018007,1.0000000000,0.0000000000,22.2186526641,49.9087300000,16439.8737374721,3.7231992050,3.7231992050
1,0.145038167939,1,MONTHLY,12,685,DEC,0.0000000000,0.0000000000,-1.0000000000,0.0000000000,22.2186526641,49.9087300000,16439.8737374721,3.7231992050,3.7231992050
1,0.145038167939,1,MONTHLY,12,691,INC,7.1591676982,7.1591676982,1.0000000000,0.0000000000,34.2544117070,19.8430980000,11920.6641811081,2.9203054324,2.9203054324
1,0.145038167939,1,MONTHLY,12,691,DEC,0.0000000000,0.0000000000,-1.0000000000,0.0000000000,34.2544117070,19.8430980000,11920.6641811081,2.9203054324,2.9203054324
1,0.145038167939,1,MONTHLY,24,1,INC,18.2752499258,18.2752499258,1.0000000000,0.0000000000,89.0519520000,89.0519520000,13515.5000000000,5.0328349536,73.2737329536
1,0.145038167939,1,MONTHLY,24,1,DEC,38.2074845144,38.2074845144,1.0000000000,0.0000000000,89.0519520000,89.0519520000,13515.5000000000,5.0328349536,73.2737329536
1,0.145038167939,1,MONTHLY,24,7,INC,18.2752499258,18.2752499258,1.0000000000,0.0000000000,89.0519520000,89.0519520000,12687.5008449402,5.0328349536,114.8234209536
1,0.145038167939,1,MONTHLY,24,7,DEC,36.1268269017,36.1268269017,1.0000000000,0.0000000000,89.0519520000,89.0519520000,12687.5008449402,5.0328349536,114.8234209536
1,0.145038167939,1,MONTHLY,24,13,INC,4.6422427270,4.6422427270,1.0000000000,0.0000000000,92.4602037997,89.0519520000,11859.5016898803,5.0328349536,117.0502499536
1,0.145038167939,1,MONTHLY,24,13,DEC,37.3675970517,37.3675970517,1.0000000000,-0.0000000000,92.4602037997,89.0519520000,11859.5016898803,5.0328349536,117.0502499536
1,0.145038167939,1,MONTHLY,24,19,INC,4.6422427270,4.6422427270,1.0000000000,0.0000000000,95.8684555994,89.0519520000,11031.5025348204,5.0328349536,138.6107629536
1,0.145038167939,1,MONTHLY,24,19,DEC,38.6371940250,38.6371940250,1.0000000000,0.0000000000,95.8684555994,89.0519520000,11031.5025348204,5.0328349536,138.6107629536
1,0.145038167939,1,MONTHLY,24,169,INC,21.1791179258,21.1791179258,1.0000000000,0.0000000000,85.3414540000,86.1480840000,12500.6715663026,4.9659717131,22.3891797131
1,0.145038167939,1,MONTHLY,24,169,DEC,31.9429476863,31.9429476863,1.0000000000,0.0000000000,85.3414540000,86.1480840000,12500.6715663026,4.9659717131,22.3891797131
1,0.145038167939,1,MONTHLY,24,175,INC,21.1791179258,21.1791179258,1.0000000000,0.0000000000,82.2867697500,86.1480840000,11408.7385674036,4.9659717131,27.9989087131
1,0.145038167939,1,MONTHLY,24,175,DEC,26.0755264639,26.0755264639,1.0000000000,0.0000000000,82.2867697500,86.1480840000,11408.7385674036,4.9659717131,27.9989087131
1,0.145038167939,1,MONTHLY,24,181,INC,21.1791179258,21.1791179258,1.0000000000,0.0000000000,79.9249630000,86.1480840000,10316.8055685045,4.9659717131,140.4432487131
1,0.145038167939,1,MONTHLY,24,181,DEC,20.8976145082,20.8976145082,1.0000000000,0.0000000000,79.9249630000,86.1480840000,10316.8055685045,4.9659717131,140.4432487131
1,0.145038167939,1,MONTHLY,24,187,INC,21.1791179258,21.1791179258,1.0000000000,0.0000000000,77.6260675000,86.1480840000,9224.8725696054,4.9659717131,39.3284097131
1,0.145038167939,1,MONTHLY,24,187,DEC,15.8013850135,15.8013850135,1.0000000000,0.0000000000,77.6260675000,86.1480840000,9224.8725696054,4.9659717131,39.3284097131
1,0.145038167939,1,MONTHLY,24,337,INC,1.3829373681,1.3829373681,1.0000000000,0.0000000000,104.7065663044,98.5231683547,1355.4603652969,5.2426430627,23.3581727080
1,0.145038167939,1,MONTHLY,24,337,DEC,15.5462605521,15.5462605521,1.0000000000,0.0000000000,104.7065663044,98.5231683547,1355.4603652969,5.2426430627,23.3581727080
1,0.145038167939,1,MONTHLY,24,343,INC,1.3829373681,1.3829373681,1.0000000000,0.0000000000,105.9442645577,105.9442645577,1571.0537076627,5.4065740546,43.0695334969
1,0.145038167939,1,MONTHLY,24,343,DEC,23.5769463145,23.5769463145,1.0000000000,0.0000000000,105.9442645577,105.9442645577,1571.0537076627,5.4065740546,43.0695334969
1,0.145038167939,1,MONTHLY,24,349,INC,1.3829373681,1.3829373681,1.0000000000,0.0000000000,105.9442645577,105.9442645577,2218.3404778069,5.4065740546,90.7033904969
1,0.145038167939,1,MONTHLY,24,349,DEC,25.3573501757,25.3573501757,1.0000000000,0.0000000000,105.9442645577,105.9442645577,2218.3404778069,5.4065740546,90.7033904969
1,0.145038167939,1,MONTHLY,24,355,INC,1.3829373681,1.3829373681,1.0000000000,0.0000000000,105.9442645577,105.9442645577,2865.6272479511,5.4065740546,74.6623454969
