scenario,probability,case,case_name,duration_h,direction,n_events,mean_phys_MW,mean_rm_MW,retained_ratio_of_means,mean_event_retained_ratio,mean_loss_MW,rm_zero_fraction,min_phys_MW,max_phys_MW,min_rm_MW,max_rm_MW
2,0.175572519084,1,MONTHLY,24,INC,20,12.31108395464,12.31108395464,1.0,1.0,0.0,0.0,2.9514451705,34.7305019258,2.9514451705,34.7305019258
2,0.175572519084,2,HOURLY,1,DEC,20,85.99355421135999,85.99355421135999,1.0,1.0,0.0,0.0,53.9618087843,101.9814762627,53.9618087843,101.9814762627
2,0.175572519084,2,HOURLY,1,INC,20,12.31108395008,12.31108395008,1.0,1.0,0.0,0.0,2.9514451628,34.7305019258,2.9514451628,34.7305019258
2,0.175572519084,2,HOURLY,4,DEC,20,65.17762205444,65.17762205444,1.0,1.0,0.0,0.0,29.8869212924,101.9814762627,29.8869212924,101.9814762627
2,0.175572519084,2,HOURLY,4,INC,20,12.31108395008,11.368366446265004,0.9234253045761359,0.9728562084755046,0.9427175038150001,0.0,2.9514451628,34.7305019258,2.9514451628,34.7305019258
2,0.175572519084,2,HOURLY,12,DEC,20,43.045292574705,43.045292574705,1.0,1.0,0.0,0.0,10.3300593205,70.9974281296,10.3300593205,70.9974281296
2,0.175572519084,2,HOURLY,12,INC,20,12.31108395008,11.368366446265004,0.9234253045761359,0.9728562084755046,0.9427175038150001,0.0,2.9514451628,34.7305019258,2.9514451628,34.7305019258
2,0.175572519084,2,HOURLY,24,DEC,20,24.415487350745003,24.415487350745003,1.0,1.0,0.0,0.0,3.6893070788,41.3052844706,3.6893070788,41.3052844706
2,0.175572519084,2,HOURLY,24,INC,20,12.31108395008,11.368366446265004,0.9234253045761359,0.9728562084755046,0.9427175038150001,0.0,2.9514451628,34.7305019258,2.9514451628,34.7305019258
3,0.106870229008,1,MONTHLY,1,DEC,20,72.583417225775,72.583417225775,1.0,1.0,0.0,0.1,0.0,104.6678902324,0.0,104.6678902324
3,0.106870229008,1,MONTHLY,1,INC,20,27.021759707935,27.021759707935,1.0,1.0,0.0,0.0,0.2650311931,104.8873175009,0.2650311931,104.8873175009
3,0.106870229008,1,MONTHLY,4,DEC,20,65.42664988842,65.42664988842,1.0,1.0,0.0,0.1,0.0,104.6678902324,0.0,104.6678902324
