objective_USD_per_year,pv_MW,wind_MW,h2_storage_kg,h2_storage_hours_at_rated_h2,annualized_investment_USD_per_year,pv_wind_fixed_OM_USD_per_year,h2_storage_fixed_OM_USD_per_year,expected_grid_operation_USD_per_year,expected_grid_import_MWh_per_year,expected_grid_export_MWh_per_year
209783108.62154621,467.49319536,1052.02196796,50658.36711608,29.01737124,184933814.74269414,24565338.05221205,253291.83558040,30663.99105962,511.06651766,0.00000000
