scenario,probability,hours,h2_storage_capacity_kg,monthly_grid_import_MWh,monthly_grid_export_MWh,res_generation_MWh,res_curtailment_MWh,p2a_energy_MWh,matched_energy_MWh,nh3_kg,h2_min_kg,h2_max_kg
1,0.1374045802,720,52369.92042328,590.69669878,0.00000000,68555.25680184,66063.51915954,69145.95350062,65487.04854443,6409489.15656006,2618.49602116,52369.92042328
2,0.0992366412,720,52369.92042328,0.00000000,0.00000000,69504.70100293,234251.26163846,69504.70100293,65845.79604674,6409489.15656002,6981.22070918,52369.92042348
3,0.1984732824,744,52369.92042328,1.15614751,0.00000000,71059.98354568,167374.74727511,71061.13969320,67280.27123846,6623138.79511207,12408.85413545,52369.92042369
4,0.2824427481,744,52369.92042328,4.53384698,0.00000000,71388.15345531,99598.92852564,71392.68730229,67611.81884756,6623138.79511211,7444.95407469,52369.92042410
5,0.2824427481,744,52369.92042328,0.00000000,0.00000000,71544.08289267,194711.37534214,71544.08289267,67763.21443794,6623138.79511207,8028.69740951,52369.92042410
