objective_USD_per_year,pv_MW,wind_MW,h2_storage_kg,h2_storage_hours_at_rated_h2,annualized_investment_USD_per_year,pv_wind_fixed_OM_USD_per_year,h2_storage_fixed_OM_USD_per_year,expected_grid_operation_USD_per_year,expected_grid_import_MWh_per_year,expected_grid_export_MWh_per_year
112901733.67502126,296.58264127,533.80337231,52369.92042328,29.99775771,99668057.90874650,12912300.56124899,261849.60211638,59525.60290929,992.09338182,0.00000000
