scenario,probability,hours,h2_storage_capacity_kg,monthly_grid_import_MWh,monthly_grid_export_MWh,res_generation_MWh,res_curtailment_MWh,p2a_energy_MWh,matched_energy_MWh,nh3_kg,h2_min_kg,h2_max_kg
1,0.1297709924,744,27029.62618819,0.23699061,0.00000000,71099.47669321,47330.93719151,71099.71368381,67318.84522908,6623138.79511198,1351.48130756,14756.89792829
2,0.1603053435,744,27029.62618819,60.53183003,0.00000000,71192.58581216,74601.29582391,71253.11764220,67472.24918747,6623138.79511189,1351.48130818,27029.62618819
3,0.0458015267,720,27029.62618819,924.49746604,0.00000000,67933.72597413,31537.73664914,68858.22343959,65199.31848391,6409489.15655996,1351.48130941,17209.01698574
4,0.1068702290,744,27029.62618819,0.00000000,0.00000000,71167.97751836,139171.49913215,71167.97751778,67387.10906305,6623138.79511194,1351.48130797,13514.81309410
5,0.2137404580,744,27029.62618819,0.00000000,0.00000000,71163.18247726,134505.02385731,71163.18247665,67382.31402191,6623138.79511202,1351.48130818,13514.81309410
6,0.0992366412,744,27029.62618819,0.00000000,0.00000000,71041.56048850,174017.91440123,71041.56048833,67260.69203360,6623138.79511202,1351.48130879,13514.81309410
7,0.0992366412,720,27029.62618819,0.00000000,0.00000000,68843.06063979,162969.51103215,68843.06063979,65184.15568359,6409489.15655998,1351.48130879,13514.81309410
8,0.1450381679,720,27029.62618819,0.00000000,0.00000000,68803.18158857,189511.51357047,68803.18158857,65144.27663238,6409489.15655998,1351.48130838,13514.81309410
