objective_USD_per_year,pv_MW,wind_MW,h2_storage_kg,h2_storage_hours_at_rated_h2,annualized_investment_USD_per_year,pv_wind_fixed_OM_USD_per_year,h2_storage_fixed_OM_USD_per_year,expected_grid_operation_USD_per_year,expected_grid_import_MWh_per_year,expected_grid_export_MWh_per_year
94518907.63810264,187.40594077,484.02815893,27029.62618819,15.48270784,83252659.57265647,11093603.97199826,135148.13094096,37495.96250698,624.93270845,0.00000000
