s,scenario_id,month_id,monthly_probability,assigned_month_count,NPER
1,M201603,2016-03,0.1603053435114503,21,744
2,M201907,2019-07,0.1908396946564885,25,744
3,M201911,2019-11,0.2137404580152671,28,720
4,M202005,2020-05,0.2442748091603053,32,744
5,M202304,2023-04,0.0839694656488549,11,720
6,M202408,2024-08,0.1068702290076335,14,744
