s,scenario_id,month_id,monthly_probability,assigned_month_count,NPER
1,M201703,2017-03,0.1297709923664122,17,744
2,M201705,2017-05,0.1603053435114503,21,744
3,M202004,2020-04,0.0458015267175572,6,720
4,M202112,2021-12,0.1068702290076335,14,744
5,M202307,2023-07,0.2137404580152671,28,744
6,M202408,2024-08,0.099236641221374,13,744
7,M202411,2024-11,0.099236641221374,13,720
8,M202509,2025-09,0.1450381679389313,19,720
